Customer_ID,Age,Gender,Loyalty_Member,Product_Type,SKU,Rating,Order_Status,Payment_Method,Total_Price,Unit_Price,Quantity,Purchase_Date,Shipping_Type,Add_on_Total
1119,24,Male,No,Tablet,SKU1002,3,Completed,Credit Card,1482.18,247.03,6,12-01-2024,Standard,65.34
1120,40,Female,Yes,Smartphone,SKU1001,5,Completed,Debit Card,186.75,20.75,9,13-12-2023,Express,48.52
1120,40,Female,No,Smartphone,SKU1001,5,Cancelled,Credit Card,103.75,20.75,5,25-02-2024,Express,0
1122,69,Male,Yes,Smartphone,SKU1004,2,Cancelled,Paypal,5538.33,791.19,7,15-09-2024,Express,0
1123,79,Male,Yes,Smartwatch,SKU1003,3,Cancelled,Credit Card,6758.64,844.83,8,09-04-2024,Overnight,54.15
1123,79,Male,Yes,Smartphone,SKU1004,2,Completed,Debit Card,791.19,791.19,1,12-08-2024,Standard,5.86
1124,24,Female,No,Laptop,SKU1005,3,Completed,Credit Card,1855.84,463.96,4,12-02-2024,Overnight,0
1124,24,Female,Yes,Laptop,SKU1005,3,Completed,Debit Card,3711.68,463.96,8,26-02-2024,Standard,85.04
1124,24,Female,No,Smartphone,SKU1004,2,Completed,Paypal,3164.76,791.19,4,05-09-2024,Overnight,104.82
1125,46,Male,No,Smartwatch,SKU1003,3,Completed,Debit Card,5913.81,844.83,7,08-01-2024,Express,0
1125,46,Male,No,Laptop,SKU1005,3,Completed,Cash,3711.68,463.96,8,24-08-2024,Standard,67.21
1127,80,Male,No,Smartwatch,SKU1003,3,Completed,Paypal,6758.64,844.83,8,06-12-2023,Express,65.02
1127,80,Male,No,Smartphone,SKU1001,5,Cancelled,Paypal,166,20.75,8,22-03-2024,Express,63.03
1129,36,Female,Yes,Smartphone,SKU1001,5,Cancelled,Cash,20.75,20.75,1,09-12-2023,Overnight,0
1130,75,Female,Yes,Smartphone,SKU1004,2,Completed,Debit Card,4747.14,791.19,6,04-11-2023,Express,46.92
1132,18,Female,Yes,Smartphone,SKU1001,5,Completed,Cash,124.5,20.75,6,02-05-2024,Standard,48.93
1133,25,Male,No,Laptop,SKU1005,3,Completed,Cash,1391.88,463.96,3,27-03-2024,Express,39.14
1133,25,Male,Yes,Smartwatch,SKU1003,3,Completed,Debit Card,6758.64,844.83,8,06-07-2024,Standard,81.34
1134,23,Male,Yes,Smartphone,SKU1004,2,Completed,Paypal,6329.52,791.19,8,01-12-2023,Express,68.66
1134,23,Male,No,Laptop,SKU1005,3,Completed,Debit Card,927.92,463.96,2,22-12-2023,Overnight,43.76
1134,23,Male,No,Laptop,SKU1005,3,Cancelled,Debit Card,3711.68,463.96,8,10-06-2024,Express,102.64
1134,23,Male,No,Smartphone,SKU1004,2,Completed,Paypal,7120.71,791.19,9,22-07-2024,Standard,0
1136,20,Female,No,Smartwatch,SKU1003,3,Completed,Credit Card,844.83,844.83,1,14-12-2023,Overnight,41.06
1139,56,Female,No,Smartphone,SKU1004,2,Cancelled,Debit Card,6329.52,791.19,8,21-09-2024,Overnight,46.71
1141,61,Male,No,Smartphone,SKU1001,5,Completed,Paypal,20.75,20.75,1,02-12-2023,Express,11.92
1141,61,Male,No,Laptop,SKU1005,3,Completed,Credit Card,1391.88,463.96,3,30-12-2023,Standard,42.12
1141,61,Male,No,Laptop,SKU1005,3,Completed,Debit Card,3711.68,463.96,8,14-04-2024,Standard,60.23
1142,63,Female,No,Laptop,SKU1005,3,Completed,Cash,4175.64,463.96,9,26-10-2023,Standard,33.15
1143,27,Female,No,Smartwatch,SKU1003,3,Completed,Cash,3379.32,844.83,4,06-12-2023,Express,0
1144,42,Male,No,Smartwatch,SKU1003,3,Completed,Debit Card,844.83,844.83,1,26-02-2024,Overnight,89.92
1145,75,Female,No,Smartphone,SKU1001,5,Completed,Cash,83,20.75,4,19-01-2024,Overnight,16.42
1145,75,Female,No,Smartphone,SKU1001,5,Completed,Paypal,62.25,20.75,3,23-05-2024,Express,23.28
1145,75,Female,No,Smartwatch,SKU1003,3,Cancelled,Debit Card,5068.98,844.83,6,13-09-2024,Express,12
1147,24,Male,Yes,Smartwatch,SKU1003,3,Completed,Cash,8448.3,844.83,10,19-07-2024,Overnight,85.51
1148,77,Female,Yes,Tablet,SKU1002,3,Completed,Cash,2470.3,247.03,10,05-03-2024,Standard,0
1148,77,Female,No,Laptop,SKU1005,3,Cancelled,Credit Card,927.92,463.96,2,14-03-2024,Standard,0
1148,77,Female,No,Smartphone,SKU1004,2,Completed,Paypal,3955.95,791.19,5,17-08-2024,Standard,102.68
1149,60,Male,No,Smartwatch,SKU1003,3,Completed,Debit Card,3379.32,844.83,4,30-10-2023,Overnight,46.83
1149,60,Male,No,Smartphone,SKU1001,5,Cancelled,Paypal,103.75,20.75,5,06-07-2024,Express,35.49
1149,60,Male,Yes,Smartphone,SKU1001,5,Completed,Credit Card,83,20.75,4,11-08-2024,Express,90.09
1150,21,Male,No,Smartphone,SKU1004,2,Completed,Debit Card,5538.33,791.19,7,16-03-2024,Express,35.65
1151,19,Female,No,Tablet,SKU1002,3,Completed,Paypal,1235.15,247.03,5,10-04-2024,Express,76.73
1151,19,Female,No,Smartphone,SKU1001,5,Cancelled,Cash,166,20.75,8,18-07-2024,Express,0
1152,45,Female,No,Smartphone,SKU1001,5,Completed,Cash,124.5,20.75,6,10-02-2024,Express,66.83
1154,70,Female,No,Laptop,SKU1005,3,Completed,Credit Card,463.96,463.96,1,09-09-2024,Overnight,0
1155,29,Male,No,Smartwatch,SKU1003,3,Completed,Debit Card,5913.81,844.83,7,17-03-2024,Express,72.69
1155,29,Male,No,Smartphone,SKU1004,2,Completed,Cash,3955.95,791.19,5,22-05-2024,Express,14.41
1160,22,Female,Yes,Smartphone,SKU1001,5,Cancelled,Debit Card,83,20.75,4,04-09-2024,Express,57.28
1162,20,Male,No,Smartwatch,SKU1003,3,Cancelled,Paypal,3379.32,844.83,4,02-08-2024,Overnight,57.06
1167,66,Female,Yes,Smartphone,SKU1001,5,Completed,Paypal,124.5,20.75,6,05-12-2023,Express,61.43
1168,54,Female,No,Laptop,SKU1005,3,Cancelled,Paypal,1391.88,463.96,3,27-10-2023,Overnight,0
1169,57,Female,No,Smartphone,SKU1004,2,Cancelled,Credit Card,5538.33,791.19,7,03-10-2023,Overnight,0
1169,57,Female,Yes,Laptop,SKU1005,3,Cancelled,Credit Card,2783.76,463.96,6,23-05-2024,Overnight,54.39
1170,54,Male,No,Smartphone,SKU1004,2,Completed,Credit Card,5538.33,791.19,7,01-04-2024,Overnight,76.57
1171,50,Male,Yes,Laptop,SKU1005,3,Completed,Debit Card,3247.72,463.96,7,08-10-2023,Standard,97.1
1171,50,Male,No,Laptop,SKU1005,3,Completed,Credit Card,4175.64,463.96,9,15-12-2023,Overnight,52.57
1171,50,Male,No,Tablet,SKU1002,3,Completed,Cash,988.12,247.03,4,06-08-2024,Standard,89.46
1171,50,Male,No,Tablet,SKU1002,3,Completed,Paypal,741.09,247.03,3,07-09-2024,Overnight,0
1174,29,Male,Yes,Smartphone,SKU1001,5,Cancelled,Cash,62.25,20.75,3,11-02-2024,Overnight,11.75
1174,29,Male,No,Tablet,SKU1002,3,Cancelled,Credit Card,988.12,247.03,4,13-08-2024,Standard,95.57
1175,62,Male,No,Smartwatch,SKU1003,3,Cancelled,Paypal,844.83,844.83,1,05-11-2023,Standard,0
1175,62,Male,No,Laptop,SKU1005,3,Completed,Credit Card,3247.72,463.96,7,17-09-2024,Express,108.15
1177,49,Female,No,Laptop,SKU1005,3,Completed,Paypal,2783.76,463.96,6,30-05-2024,Overnight,69
1178,19,Female,No,Tablet,SKU1002,3,Cancelled,Credit Card,247.03,247.03,1,23-04-2024,Overnight,45.32
1180,41,Female,No,Smartwatch,SKU1003,3,Completed,Paypal,7603.47,844.83,9,15-03-2024,Express,0
1181,50,Male,No,Smartphone,SKU1004,2,Completed,Paypal,3955.95,791.19,5,04-08-2024,Standard,35.87
1182,78,Male,Yes,Smartphone,SKU1004,2,Completed,Debit Card,3955.95,791.19,5,15-11-2023,Standard,37.96
1182,78,Male,No,Smartphone,SKU1004,2,Completed,Debit Card,7911.9,791.19,10,17-11-2023,Overnight,16.81
1183,80,Male,No,Laptop,SKU1005,3,Cancelled,Credit Card,463.96,463.96,1,29-09-2023,Standard,133.13
1183,80,Male,Yes,Tablet,SKU1002,3,Cancelled,Paypal,247.03,247.03,1,18-09-2024,Standard,0
1184,71,Female,Yes,Laptop,SKU1005,3,Completed,Debit Card,1391.88,463.96,3,09-08-2024,Express,90.9
1185,49,Male,No,Smartwatch,SKU1003,3,Cancelled,Cash,2534.49,844.83,3,06-02-2024,Express,0
1186,18,Male,No,Tablet,SKU1002,3,Cancelled,Credit Card,247.03,247.03,1,01-12-2023,Express,125.76
1187,55,Female,No,Smartwatch,SKU1003,3,Completed,Debit Card,2534.49,844.83,3,02-02-2024,Express,0
1188,52,Male,No,Smartphone,SKU1004,2,Completed,Credit Card,2373.57,791.19,3,28-01-2024,Standard,75.39
1188,52,Male,Yes,Tablet,SKU1002,3,Cancelled,Credit Card,1976.24,247.03,8,21-08-2024,Standard,86.82
1189,31,Male,No,Tablet,SKU1002,3,Completed,Credit Card,494.06,247.03,2,17-11-2023,Express,0
1190,63,Female,No,Tablet,SKU1002,3,Completed,Cash,1729.21,247.03,7,03-12-2023,Overnight,46.11
1190,63,Female,Yes,Smartwatch,SKU1003,3,Completed,Cash,6758.64,844.83,8,26-12-2023,Express,0
1190,63,Female,No,Tablet,SKU1002,3,Completed,Cash,494.06,247.03,2,10-08-2024,Standard,38.32
1192,60,Male,No,Smartphone,SKU1001,5,Completed,Paypal,41.5,20.75,2,24-11-2023,Overnight,131.53
1192,60,Male,No,Smartwatch,SKU1003,3,Cancelled,Cash,5913.81,844.83,7,25-02-2024,Standard,11.99
1192,60,Male,No,Smartphone,SKU1001,5,Cancelled,Paypal,207.5,20.75,10,14-09-2024,Overnight,51.93
1193,19,Female,Yes,Tablet,SKU1002,3,Completed,Credit Card,494.06,247.03,2,04-06-2024,Express,44.39
1193,19,Female,No,Tablet,SKU1002,3,Completed,Paypal,1976.24,247.03,8,18-08-2024,Overnight,88.37
1194,61,Male,No,Tablet,SKU1002,3,Completed,Cash,494.06,247.03,2,12-11-2023,Express,0
1195,32,Female,No,Laptop,SKU1005,3,Completed,Credit Card,3247.72,463.96,7,13-10-2023,Overnight,0
1196,77,Male,No,Laptop,SKU1005,3,Cancelled,Paypal,3711.68,463.96,8,14-12-2023,Standard,0
1196,77,Male,No,Smartphone,SKU1004,2,Completed,Cash,791.19,791.19,1,07-04-2024,Express,0
1196,77,Male,No,Laptop,SKU1005,3,Completed,Debit Card,463.96,463.96,1,10-05-2024,Express,31.26
1197,77,Female,Yes,Smartphone,SKU1001,5,Completed,Credit Card,62.25,20.75,3,10-05-2024,Overnight,17.61
1197,77,Female,No,Smartwatch,SKU1003,3,Completed,Cash,4224.15,844.83,5,30-06-2024,Standard,36.12
1197,77,Female,No,Laptop,SKU1005,3,Cancelled,Cash,4175.64,463.96,9,21-09-2024,Express,0
1199,60,Female,Yes,Tablet,SKU1002,3,Completed,Debit Card,1482.18,247.03,6,11-07-2024,Express,22.07
1203,43,Male,No,Smartphone,SKU1004,2,Cancelled,Credit Card,4747.14,791.19,6,17-01-2024,Standard,23.52
1203,43,Male,No,Laptop,SKU1005,3,Completed,Credit Card,2319.8,463.96,5,30-04-2024,Standard,22.29
1205,74,Male,No,Tablet,SKU1002,3,Completed,Debit Card,1729.21,247.03,7,02-08-2024,Standard,0
1208,62,Male,No,Smartwatch,SKU1003,3,Completed,Debit Card,844.83,844.83,1,25-07-2024,Standard,0
1210,24,Female,No,Smartwatch,SKU1003,3,Completed,Paypal,8448.3,844.83,10,26-02-2024,Standard,0
1210,24,Female,No,Tablet,SKU1002,3,Cancelled,Debit Card,741.09,247.03,3,29-04-2024,Overnight,31.5
1211,24,Male,Yes,Smartphone,SKU1001,5,Completed,Cash,62.25,20.75,3,04-01-2024,Standard,25.55
1211,24,Male,No,Tablet,SKU1002,3,Completed,Debit Card,2223.27,247.03,9,29-01-2024,Overnight,83.33
1211,24,Male,No,Smartwatch,SKU1003,3,Completed,Cash,844.83,844.83,1,07-07-2024,Standard,0
1212,79,Female,Yes,Smartwatch,SKU1003,3,Cancelled,Paypal,6758.64,844.83,8,10-04-2024,Overnight,45.67
1215,47,Male,No,Smartwatch,SKU1003,3,Cancelled,Paypal,7603.47,844.83,9,18-12-2023,Standard,33.58
1215,47,Male,No,Smartphone,SKU1004,2,Cancelled,Paypal,7120.71,791.19,9,15-09-2024,Overnight,121.35
1216,35,Female,Yes,Smartphone,SKU1004,2,Completed,Cash,2373.57,791.19,3,20-09-2024,Express,60.11
1217,43,Female,No,Smartphone,SKU1001,5,Completed,Paypal,103.75,20.75,5,09-02-2024,Express,45.61
1217,43,Female,Yes,Smartphone,SKU1001,5,Completed,Cash,186.75,20.75,9,15-02-2024,Express,0
1217,43,Female,No,Smartwatch,SKU1003,3,Completed,Cash,6758.64,844.83,8,22-03-2024,Overnight,35.86
1217,43,Female,Yes,Smartphone,SKU1001,5,Completed,Cash,207.5,20.75,10,24-03-2024,Express,112.77
1218,48,Female,No,Smartwatch,SKU1003,3,Cancelled,Debit Card,2534.49,844.83,3,29-12-2023,Overnight,39.54
